Name of Restaurant,City,Country Code,Day Of Week,Start Time Hour,Start Time Minute,End Time Hour,End Time Minute
,,,,,,,
angelous mexican grill san jose,San Jose,US,5,11,0,3,0
,,,,,,,
angels and gypsies london,London,GB,0,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,0,18,0,22,0
,,,,,,,
angels and gypsies london,London,GB,1,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,1,18,0,22,0
,,,,,,,
angels and gypsies london,London,GB,2,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,2,18,0,22,0
,,,,,,,
angels and gypsies london,London,GB,3,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,3,18,0,22,0
,,,,,,,
angels and gypsies london,London,GB,4,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,4,18,0,22,30
,,,,,,,
angels and gypsies london,London,GB,5,12,0,15,0
,,,,,,,
angels and gypsies london,London,GB,5,18,0,22,30
,,,,,,,
angels and gypsies london,London,GB,6,12,0,16,0
,,,,,,,
angels and gypsies london,London,GB,6,18,0,22,0
,,,,,,,
angels place detroit,Detroit,US,0,12,0,18,0
,,,,,,,
angels place detroit,Detroit,US,1,12,0,18,0
,,,,,,,
angels place detroit,Detroit,US,2,12,0,18,0
,,,,,,,
angels place detroit,Detroit,US,3,12,0,18,0
,,,,,,,
angels place detroit,Detroit,US,4,12,0,18,0
,,,,,,,
angels place detroit,Detroit,US,5,12,0,18,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,1,11,0,0,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,2,11,0,0,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,3,11,0,0,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,4,11,0,0,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,5,11,0,0,0
,,,,,,,
angels trumpet ale house phoenix,Phoenix,US,6,11,0,23,0
,,,,,,,
angelus restaurant london,London,GB,0,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,1,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,2,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,3,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,4,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,5,10,0,23,0
,,,,,,,
angelus restaurant london,London,GB,6,10,0,22,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,0,11,0,22,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,1,11,0,22,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,2,11,0,22,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,3,11,0,22,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,4,11,0,23,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,5,11,0,23,0
,,,,,,,
angry crab shack phoenix 6,Phoenix,US,6,11,0,22,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,0,10,0,17,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,1,10,0,17,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,2,10,0,17,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,3,10,0,17,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,4,10,0,17,0
,,,,,,,
anitas mexican grill charlotte,Charlotte,US,5,10,0,16,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,0,11,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,1,11,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,2,11,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,3,11,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,4,11,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,5,9,0,2,0
,,,,,,,
anthem kitchen and bar boston,Boston,US,6,9,0,2,0
,,,,,,,
anthonys cafe boston,Boston,US,0,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,1,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,2,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,3,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,4,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,5,5,0,15,0
,,,,,,,
anthonys cafe boston,Boston,US,6,5,0,15,0
,,,,,,,
antica osteria houston,Houston,US,0,17,0,22,30
,,,,,,,
antica osteria houston,Houston,US,1,17,0,22,30
,,,,,,,
antica osteria houston,Houston,US,2,17,0,22,30
,,,,,,,
antica osteria houston,Houston,US,3,17,0,22,30
,,,,,,,
antica osteria houston,Houston,US,4,17,0,22,30
,,,,,,,
antica osteria houston,Houston,US,5,17,0,22,30
,,,,,,,
antico forno boston 4,Boston,US,0,11,30,22,0
,,,,,,,
antico forno boston 4,Boston,US,1,11,30,22,0
,,,,,,,
antico forno boston 4,Boston,US,2,11,30,22,0
,,,,,,,
antico forno boston 4,Boston,US,3,11,30,22,0
,,,,,,,
antico forno boston 4,Boston,US,4,11,30,22,30
,,,,,,,
antico forno boston 4,Boston,US,5,11,30,22,30
,,,,,,,
antico forno boston 4,Boston,US,6,11,30,22,0
,,,,,,,
antico restaurant london 2,London,GB,1,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,1,18,0,22,0
,,,,,,,
antico restaurant london 2,London,GB,2,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,2,18,0,22,0
,,,,,,,
antico restaurant london 2,London,GB,3,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,3,18,0,22,0
,,,,,,,
antico restaurant london 2,London,GB,4,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,4,18,0,22,0
,,,,,,,
antico restaurant london 2,London,GB,5,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,5,18,0,22,0
,,,,,,,
antico restaurant london 2,London,GB,6,12,0,15,0
,,,,,,,
antico restaurant london 2,London,GB,6,18,0,21,30
,,,,,,,
antipastos by derose gourmet meat fish and deli san jose,San Jose,US,1,10,0,19,0
,,,,,,,
antipastos by derose gourmet meat fish and deli san jose,San Jose,US,2,10,0,19,0
,,,,,,,
antipastos by derose gourmet meat fish and deli san jose,San Jose,US,3,10,0,19,0
,,,,,,,
antipastos by derose gourmet meat fish and deli san jose,San Jose,US,4,10,0,19,0
,,,,,,,
antipastos by derose gourmet meat fish and deli san jose,San Jose,US,5,10,0,18,0
,,,,,,,
antique taco chicago 7,Chicago,US,1,11,0,22,0
,,,,,,,
antique taco chicago 7,Chicago,US,2,11,0,22,0
,,,,,,,
antique taco chicago 7,Chicago,US,3,11,0,22,0
,,,,,,,
antique taco chicago 7,Chicago,US,4,11,0,23,0
,,,,,,,
antique taco chicago 7,Chicago,US,5,11,0,23,0
,,,,,,,
antique taco chicago 7,Chicago,US,6,10,0,15,0
,,,,,,,
antojitos el catracho detroit,Detroit,US,0,10,0,20,30
,,,,,,,
antojitos el catracho detroit,Detroit,US,1,10,0,20,30
,,,,,,,
antojitos el catracho detroit,Detroit,US,2,10,0,20,30
,,,,,,,
antojitos el catracho detroit,Detroit,US,3,10,0,20,30
,,,,,,,
antojitos el catracho detroit,Detroit,US,4,10,0,20,30
,,,,,,,
antojitos el catracho detroit,Detroit,US,5,10,0,20,30
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,0,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,1,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,2,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,3,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,4,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,5,8,0,20,0
,,,,,,,
antojitos los tres poblanitos san jose 3,San Jose,US,6,8,0,20,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,0,11,30,14,30
,,,,,,,
antoniks bbq san francisco,San Francisco,US,0,17,30,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,1,11,30,14,30
,,,,,,,
antoniks bbq san francisco,San Francisco,US,1,17,30,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,2,11,30,14,30
,,,,,,,
antoniks bbq san francisco,San Francisco,US,2,17,30,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,3,11,30,14,30
,,,,,,,
antoniks bbq san francisco,San Francisco,US,3,17,30,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,4,11,30,14,30
,,,,,,,
antoniks bbq san francisco,San Francisco,US,4,17,30,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,5,11,0,22,0
,,,,,,,
antoniks bbq san francisco,San Francisco,US,6,11,0,20,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,1,11,30,15,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,1,17,30,22,30
,,,,,,,
ants bistro melbourne,Melbourne,AU,2,11,30,15,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,2,17,30,22,30
,,,,,,,
ants bistro melbourne,Melbourne,AU,3,11,30,15,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,3,17,30,22,30
,,,,,,,
ants bistro melbourne,Melbourne,AU,4,11,30,15,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,4,17,30,22,30
,,,,,,,
ants bistro melbourne,Melbourne,AU,5,17,30,22,30
,,,,,,,
ants bistro melbourne,Melbourne,AU,6,11,30,15,0
,,,,,,,
ants bistro melbourne,Melbourne,AU,6,17,30,22,30
,,,,,,,
anvil bar and refuge houston,Houston,US,0,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,1,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,2,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,3,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,4,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,5,16,0,2,0
,,,,,,,
anvil bar and refuge houston,Houston,US,6,16,0,2,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,0,17,0,0,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,1,17,0,0,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,2,17,0,0,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,3,17,0,0,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,4,17,0,1,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,5,11,0,1,0
,,,,,,,
anxo cidery and pintxos bar washington,Washington,US,6,11,0,0,0
,,,,,,,
apero restaurant and bar london,London,GB,0,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,1,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,2,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,3,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,4,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,5,6,30,22,30
,,,,,,,
apero restaurant and bar london,London,GB,6,6,30,22,30
,,,,,,,
appaloosa grill denver,Denver,US,0,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,1,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,2,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,3,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,4,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,5,11,0,2,0
,,,,,,,
appaloosa grill denver,Denver,US,6,11,0,2,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,0,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,1,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,2,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,3,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,4,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,5,11,0,23,0
,,,,,,,
appetito the rocks 2,The Rocks,AU,6,11,0,23,0
,,,,,,,
applebees detroit,Detroit,US,0,11,0,0,0
,,,,,,,
applebees detroit,Detroit,US,1,11,0,0,0
,,,,,,,
applebees detroit,Detroit,US,2,11,0,0,0
,,,,,,,
applebees detroit,Detroit,US,3,11,0,0,0
,,,,,,,
applebees detroit,Detroit,US,4,11,0,1,0
,,,,,,,
applebees detroit,Detroit,US,5,11,0,1,0
,,,,,,,
applebees detroit,Detroit,US,6,11,0,0,0
,,,,,,,
apulia london,London,GB,0,12,0,23,0
,,,,,,,
apulia london,London,GB,1,12,0,23,0
,,,,,,,
apulia london,London,GB,2,12,0,23,0
,,,,,,,
apulia london,London,GB,3,12,0,23,0
,,,,,,,
apulia london,London,GB,4,12,0,23,0
,,,,,,,
apulia london,London,GB,5,17,30,22,30
,,,,,,,
aqua bar perth,Perth,AU,3,16,0,22,0
,,,,,,,
aqua bar perth,Perth,AU,4,12,0,0,0
,,,,,,,
aqua bar perth,Perth,AU,5,12,0,0,0
,,,,,,,
aqua bar perth,Perth,AU,6,12,0,22,0
,,,,,,,
aqua e vino charlotte,Charlotte,US,1,17,0,22,0
,,,,,,,
aqua e vino charlotte,Charlotte,US,2,17,0,22,0
,,,,,,,
aqua e vino charlotte,Charlotte,US,3,17,0,22,0
,,,,,,,
aqua e vino charlotte,Charlotte,US,4,17,0,23,0
,,,,,,,
aqua e vino charlotte,Charlotte,US,5,17,0,23,0
,,,,,,,
aqui cal mex san jose 2,San Jose,US,0,11,0,21,0
,,,,,,,
aqui cal mex san jose 2,San Jose,US,1,11,0,21,0
,,,,,,,
aqui cal mex san jose 2,San Jose,US,2,11,0,21,0
,,,,,,,
aqui cal mex san jose 2,San Jose,US,3,11,0,21,0
,,,,,,,
aqui cal mex san jose 2,San Jose,US,4,11,0,21,30
,,,,,,,
aqui cal mex san jose 2,San Jose,US,5,11,0,21,30
,,,,,,,
aqui cal mex san jose 2,San Jose,US,6,11,0,21,0
,,,,,,,
aqui cal mex san jose 3,San Jose,US,0,11,0,21,0
,,,,,,,
aqui cal mex san jose 3,San Jose,US,1,11,0,21,0
,,,,,,,
aqui cal mex san jose 3,San Jose,US,2,11,0,21,0
,,,,,,,
aqui cal mex san jose 3,San Jose,US,3,11,0,21,30
,,,,,,,
aqui cal mex san jose 3,San Jose,US,4,11,0,21,30
,,,,,,,
aqui cal mex san jose 3,San Jose,US,5,11,0,21,30
,,,,,,,
aqui cal mex san jose 3,San Jose,US,6,11,0,21,0
,,,,,,,
aquitaine boston,Boston,US,0,11,30,22,0
,,,,,,,
aquitaine boston,Boston,US,1,11,30,22,0
,,,,,,,
aquitaine boston,Boston,US,2,11,30,22,0
,,,,,,,
aquitaine boston,Boston,US,3,11,30,23,0
,,,,,,,
aquitaine boston,Boston,US,4,11,30,23,0
,,,,,,,
aquitaine boston,Boston,US,5,9,0,23,0
,,,,,,,
aquitaine boston,Boston,US,6,9,0,22,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,0,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,1,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,2,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,3,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,4,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,5,6,30,0,0
,,,,,,,
aragosta bar and bistro boston 3,Boston,US,6,6,30,0,0
,,,,,,,
arancina london,London,GB,0,7,30,22,30
,,,,,,,
arancina london,London,GB,1,7,30,22,30
,,,,,,,
arancina london,London,GB,2,7,30,22,30
,,,,,,,
arancina london,London,GB,3,7,30,22,30
,,,,,,,
arancina london,London,GB,4,7,30,23,0
,,,,,,,
arancina london,London,GB,5,7,30,23,0
,,,,,,,
arancina london,London,GB,6,9,0,22,30
,,,,,,,
arashi ramen seattle,Seattle,US,1,11,30,14,30
,,,,,,,
arashi ramen seattle,Seattle,US,1,17,0,21,30
,,,,,,,
arashi ramen seattle,Seattle,US,2,11,30,14,30
,,,,,,,
arashi ramen seattle,Seattle,US,2,17,0,21,30
,,,,,,,
arashi ramen seattle,Seattle,US,3,11,30,21,30
,,,,,,,
arashi ramen seattle,Seattle,US,4,11,30,22,30
,,,,,,,
arashi ramen seattle,Seattle,US,5,11,30,22,30
,,,,,,,
arashi ramen seattle,Seattle,US,6,11,30,21,30
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,0,9,0,0,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,1,9,0,0,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,2,9,0,0,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,3,9,0,0,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,4,9,0,1,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,5,9,0,1,0
,,,,,,,
araujos mexican grill el paisa taqueria san jose,San Jose,US,6,9,0,0,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,0,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,1,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,2,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,3,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,4,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,5,11,0,22,0
,,,,,,,
arawan thai bistro and dessert las vegas 2,Las Vegas,US,6,11,0,22,0
,,,,,,,
arbeel kabob detroit,Detroit,US,0,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,1,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,2,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,3,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,4,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,5,8,30,22,30
,,,,,,,
arbeel kabob detroit,Detroit,US,6,8,30,22,30
,,,,,,,
arbella chicago,Chicago,US,0,17,0,2,0
,,,,,,,
arbella chicago,Chicago,US,1,17,0,2,0
,,,,,,,
arbella chicago,Chicago,US,2,17,0,2,0
,,,,,,,
arbella chicago,Chicago,US,3,17,0,2,0
,,,,,,,
arbella chicago,Chicago,US,4,17,0,2,0
,,,,,,,
arbella chicago,Chicago,US,5,17,0,3,0
,,,,,,,
arbella chicago,Chicago,US,6,17,0,2,0
,,,,,,,
arbor chicago,Chicago,US,0,6,30,15,0
,,,,,,,
arbor chicago,Chicago,US,1,6,30,15,0
,,,,,,,
arbor chicago,Chicago,US,2,6,30,15,0
,,,,,,,
arbor chicago,Chicago,US,3,6,30,15,0
,,,,,,,
arbor chicago,Chicago,US,3,17,0,23,30
,,,,,,,
arbor chicago,Chicago,US,4,6,30,15,0
,,,,,,,
arbor chicago,Chicago,US,4,17,0,23,30
,,,,,,,
arbor chicago,Chicago,US,5,18,0,23,30
,,,,,,,
arcadia san jose 2,San Jose,US,0,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,0,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,1,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,1,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,2,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,2,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,3,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,3,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,4,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,4,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,5,6,30,14,0
,,,,,,,
arcadia san jose 2,San Jose,US,5,17,30,22,0
,,,,,,,
arcadia san jose 2,San Jose,US,6,6,30,14,0
,,,,,,,
archies belconnen canberra,Canberra,AU,0,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,1,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,2,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,3,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,4,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,5,12,0,21,30
,,,,,,,
archies belconnen canberra,Canberra,AU,6,12,0,21,30
,,,,,,,
archies new york deli boston,Boston,US,0,6,0,16,0
,,,,,,,
archies new york deli boston,Boston,US,1,6,0,16,0
,,,,,,,
archies new york deli boston,Boston,US,2,6,0,16,0
,,,,,,,
archies new york deli boston,Boston,US,3,6,0,16,0
,,,,,,,
archies new york deli boston,Boston,US,4,6,0,16,0
,,,,,,,
archipelago washington 2,Washington,US,1,17,0,2,0
,,,,,,,
archipelago washington 2,Washington,US,2,17,0,2,0
,,,,,,,
archipelago washington 2,Washington,US,3,17,0,2,0
,,,,,,,
archipelago washington 2,Washington,US,4,17,0,3,0
,,,,,,,
archipelago washington 2,Washington,US,5,17,0,3,0
,,,,,,,
archipelago washington 2,Washington,US,6,17,0,2,0
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,0,6,30,18,30
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,1,6,30,18,30
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,2,6,30,18,30
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,3,6,30,18,30
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,4,6,30,18,30
,,,,,,,
architects and heroes subiaco 3,Subiaco,AU,5,6,30,18,30
,,,,,,,
arcuri washington,Washington,US,0,16,0,23,0
,,,,,,,
arcuri washington,Washington,US,1,16,0,23,0
,,,,,,,
arcuri washington,Washington,US,2,16,0,23,0
,,,,,,,
arcuri washington,Washington,US,3,16,0,0,30
,,,,,,,
arcuri washington,Washington,US,4,12,0,1,30
,,,,,,,
arcuri washington,Washington,US,5,11,0,1,30
,,,,,,,
arcuri washington,Washington,US,6,11,0,23,0
,,,,,,,
arepa and co london,London,GB,0,8,0,22,30
,,,,,,,
arepa and co london,London,GB,1,8,0,22,30
,,,,,,,
arepa and co london,London,GB,2,8,0,22,30
,,,,,,,
arepa and co london,London,GB,3,8,0,22,30
,,,,,,,
arepa and co london,London,GB,4,8,0,22,30
,,,,,,,
arepa and co london,London,GB,5,10,0,22,30
,,,,,,,
arepa and co london,London,GB,6,10,0,18,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,0,10,30,20,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,1,10,30,20,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,2,10,30,20,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,3,10,30,20,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,4,10,30,21,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,5,10,30,21,0
,,,,,,,
arepa venezuelan kitchen seattle,Seattle,US,6,10,30,17,30
,,,,,,,
arepas grill charlotte,Charlotte,US,0,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,1,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,2,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,3,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,4,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,5,7,0,18,0
,,,,,,,
arepas grill charlotte,Charlotte,US,6,10,0,15,0
,,,,,,,
argentina cafe houston,Houston,US,0,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,1,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,2,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,3,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,4,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,5,10,0,21,0
,,,,,,,
argentina cafe houston,Houston,US,6,11,0,20,0
,,,,,,,
aria charlotte,Charlotte,US,0,11,30,14,0
,,,,,,,
aria charlotte,Charlotte,US,0,17,0,22,0
,,,,,,,
aria charlotte,Charlotte,US,1,11,30,14,0
,,,,,,,
aria charlotte,Charlotte,US,1,17,0,22,0
,,,,,,,
aria charlotte,Charlotte,US,2,11,30,14,0
,,,,,,,
aria charlotte,Charlotte,US,2,17,0,22,0
,,,,,,,
aria charlotte,Charlotte,US,3,11,30,14,0
,,,,,,,
aria charlotte,Charlotte,US,3,17,0,22,0
,,,,,,,
aria charlotte,Charlotte,US,4,11,30,14,0
,,,,,,,
aria charlotte,Charlotte,US,4,17,0,23,0
,,,,,,,
aria charlotte,Charlotte,US,5,17,0,23,0
,,,,,,,
aria mediterranean restaurant las vegas 2,Las Vegas,US,0,11,0,21,0
,,,,,,,
aria mediterranean restaurant las vegas 2,Las Vegas,US,2,11,0,21,0
,,,,,,,
aria mediterranean restaurant las vegas 2,Las Vegas,US,5,11,0,21,0
,,,,,,,
aria mediterranean restaurant las vegas 2,Las Vegas,US,6,11,0,21,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,0,12,0,14,30
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,0,17,30,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,1,12,0,14,30
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,1,17,30,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,2,12,0,14,30
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,2,17,30,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,3,12,0,14,30
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,3,17,30,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,4,12,0,14,30
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,4,17,30,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,5,17,0,23,0
,,,,,,,
aria restaurant sydney sydney,Sydney,AU,6,18,0,22,0
,,,,,,,
aria trattoria boston,Boston,US,0,0,0,12,0
,,,,,,,
aria trattoria boston,Boston,US,0,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,1,0,0,12,0
,,,,,,,
aria trattoria boston,Boston,US,1,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,2,0,0,12,0
,,,,,,,
aria trattoria boston,Boston,US,2,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,3,0,0,12,0
,,,,,,,
aria trattoria boston,Boston,US,3,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,4,0,0,12,0
,,,,,,,
aria trattoria boston,Boston,US,4,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,5,0,0,12,30
,,,,,,,
aria trattoria boston,Boston,US,5,17,0,0,0
,,,,,,,
aria trattoria boston,Boston,US,6,0,0,12,30
,,,,,,,
aria trattoria boston,Boston,US,6,17,0,0,0
,,,,,,,
ariana restaurant boston 2,Boston,US,0,17,0,22,0
,,,,,,,
ariana restaurant boston 2,Boston,US,1,17,0,22,0
,,,,,,,
ariana restaurant boston 2,Boston,US,2,17,0,22,0
,,,,,,,
ariana restaurant boston 2,Boston,US,3,17,0,22,0
,,,,,,,
ariana restaurant boston 2,Boston,US,4,17,0,23,0
,,,,,,,
ariana restaurant boston 2,Boston,US,5,17,0,23,0
,,,,,,,
ariana restaurant boston 2,Boston,US,6,17,0,22,0
,,,,,,,
arintji melbourne,Melbourne,AU,0,10,30,22,0
,,,,,,,
arintji melbourne,Melbourne,AU,1,10,30,22,0
